what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wb.discovery.core,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.core",1445259083583
started,bundle,org.eclipse.wb.discovery.ui,1.1.0.r37x201109091028,"org.eclipse.wb.discovery.ui",1445259083583
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1445259083583
started,bundle,com.android.ide.eclipse.adt,16.0.1.v201112150204-238534,"com.android.ide.eclipse.adt",1445259083583
started,bundle,com.android.ide.eclipse.ddms,16.0.1.v201112150204-238534,"com.android.ide.eclipse.ddms",1445259083583
started,bundle,com.android.ide.eclipse.traceview,16.0.1.v201112150204-238534,"com.android.ide.eclipse.traceview",1445259083583
os,sysinfo,,,"win32",1445259083583
arch,sysinfo,,,"x86",1445259083583
ws,sysinfo,,,"win32",1445259083583
locale,sysinfo,,,"fr_FR",1445259083583
processors,sysinfo,,,"2",1445259083583
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1445259083583
java.runtime.version,sysinfo,,,"1.6.0_20-b02",1445259083583
java.specification.name,sysinfo,,,"Java Platform API Specification",1445259083583
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1445259083583
java.specification.version,sysinfo,,,"1.6",1445259083583
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1445259083583
java.version,sysinfo,,,"1.6.0_20",1445259083583
java.vm.info,sysinfo,,,"mixed mode, sharing",1445259083583
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1445259083583
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1445259083583
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1445259083583
java.vm.specification.version,sysinfo,,,"1.0",1445259083583
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1445259083583
java.vm.version,sysinfo,,,"16.3-b01",1445259083583
started,bundle,org.eclipse.m2e.usagedata,1.0.100.20110804-1717,"org.eclipse.m2e.usagedata",1445259083583
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1445259083599
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1445259083646
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1445259083646
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1445259083911
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1445259083958
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1445259084847
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1445259092803
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1445259119104
started,bundle,org.eclipse.wb.core.lib,1.1.0.r37x201109091012,"org.eclipse.wb.core.lib",1445259134298
started,bundle,org.eclipse.wb.core,1.1.0.r37x201109091012,"org.eclipse.wb.core",1445259134330
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1445259140616
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1445259140960
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1445259141006
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1445259141069
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1445259141459
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1445259141474
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1445259141506
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1445259144329
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1445259148666
