what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162093459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162096538
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162109501
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162109532
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162117629
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162139549
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162141625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162143195
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1447162147595
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162147610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162148967
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162149467
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162174934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162205440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162206953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162208888
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162215193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162216909
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162218145
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162261151
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162262352
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162262602
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162265176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162278077
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162279247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162279341
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162280261
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162280791
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162298969
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162327956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162329454
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162329516
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162330546
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162330827
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162348636
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1447162403941
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1447162408717
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1447162426984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162427000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162428279
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162428357
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162429730
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162430282
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162439553
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162483515
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1447162490597
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162506217
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162506248
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162518276
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162520694
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162527199
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162528104
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162529118
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162529118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162598574
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162600425
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162601944
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162603045
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162603045
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162607647
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162696990
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162714914
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1447162727271
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162727302
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162728488
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162728535
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1447162729798
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1447162730329
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1447162745918
